id,Game Title,Year,Publisher,North America,Europe,Japan,Rest of World,Global,Number of Reviews,Summary,Wishlist,Platform,Genre,Rating
478,Octodad: Dadliest Catch,2007.0,,0.08,0.02,0.0,0.01,0.17,169.0,"Octodad: Dadliest Catch is a game about destruction, deception, and fatherhood. The player controls Octodad, a dapper octopus masquerading as a human, as he goes about his life. Octodad's existence is a constant struggle, as he must master mundane tasks with his unwieldy boneless tentacles while simultaneously keeping his cephalopodan nature a secret from his human family.",180.0,2600,Strategy,7.381037160956344
479,Animal Crossing,2007.0,,0.08,0.02,0.0,0.01,0.17,533.0,"Occasionally strange but completely addictive, Nintendo's Animal Crossing for the GameCube is not so much a game as a simulation of life on a small town. Players begin the game by setting out to live life on their own in a colorful town, where they are greeted by a seemingly endless supply of things to do and characters to meet.
             

              Time passes in Animal Crossing in real-time, as the month, day, season, and time of day matches that of the player's. Holiday seasons come and go in Animal Crossing, just as they would in the real world. Experience the freedom to fish, decorate your house, go bug catching, garden, write letters, and even play original Nintendo NES games in this imaginative, and addictive game.",317.0,2600,Simulator,7.183560386670223
480,Nuclear Throne,2007.0,,0.08,0.02,0.0,0.01,0.17,262.0,"Nuclear Throne is an action roguelike-like by Vlambeer about mutants fighting their way through a post-apocalyptic world. The radioactive waste in the world allows mutants to get ahead by mutating new limbs on the fly, the abundant availability of powerful weaponry make the quest to become ruler of the Wasteland one fraught with peril.",146.0,2600,Shooter,7.186705456356789
481,NieR,2007.0,,0.08,0.02,0.0,0.01,0.17,743.0,"Nothing is as it seems in Square Enix's latest action adventure game, set in a crumbling world plagued by disease and dark, unrecognizable creatures. Players assume the role of the unyielding protagonist, NIER, resolute in his quest to discover a cure for his daughter, who is infected with the Black Scrawl virus. With powerful allies and a mysterious book, NIER encounters things that will confound even the mightiest of warriors. With NIER, experience seamless in-battle cinematics and explore hauntingly familiar lands, intense action-packed battles, and storytelling like only Square Enix can do",854.0,2600,RPG,7.181456864506458
482,Kirby's Adventure,1993.0,Nintendo,0.79,0.14,0.8,0.02,1.75,718.0,"Not everything is well in Dream Land. For some mysterious reason, the Dream Spring, a magical well that is the reservoir for all the dreams of the citizens of Dream Land, is no longer working. Everyone is being subjected to their worst nightmares every time they go to sleep. Upon reaching the Dream Spring, Kirby finds out that evil King Dedede has stolen the Star Rod, thus depriving Dream Land of the magical energy that feeds its spring. Using 20 unique tricks and your ability to steal your enemies' powers by swallowing them, you'll have to make your way through a horrific land filled with all kinds of nightmares. Recover the broken pieces of the Star Rod, and everyone in Dream Land will sleep peacefully once again. If you fail, the citizens of Dream Land will be subjected to a lifetime of terrible nightmares.",217.0,NES,Platform,8.6
483,Norco,2007.0,,0.08,0.02,0.0,0.01,0.17,386.0,"Norco is a Southern Gothic point & click narrative adventure that immerses the player in the sinking suburbs and verdant industrial swamps of a distorted South Louisiana. Your brother Blake has gone missing in the aftermath of your mother's death. In the hopes of finding him, you must follow a fugitive security android through the refineries, strip malls, and drainage ditches of suburban New Orleans.",561.0,2600,Point-and-Click,7.347122994222819
484,Nobody Saves the World,2007.0,,0.08,0.02,0.0,0.01,0.17,256.0,"Nobody Saves The World is a new twist on action RPGs, in which you play many different character Forms, each with their own unique gameplay mechanics. The Calamity’s power is growing, and nobody can save the world now. Good thing you are Nobody!",385.0,2600,Indie,7.327223739732501
485,No More Heroes 2: Desperate Struggle,2007.0,,0.08,0.02,0.0,0.01,0.17,608.0,"No More Heroes 2: Desperate Struggle continues the tale of punk anti-hero Travis Touchdown, the Japanese anime Otaku, and pro wrestling-obsessed assassin. Travis finds himself at the bottom of the UAA (United Assassins Association) rankings and must wage war to become the No. 1 assassin once again. The follow-up to the popular No More Heroes will offer fans infectious, fun gameplay that allows you to wield not just one, but two swords and face multiple bosses simultaneously in bigger-than-ever boss battles.",855.0,2600,Brawler,7.351072439491538
486,Night in the Woods,2007.0,,0.08,0.02,0.0,0.01,0.17,1.1K,"Night In The Woods is an adventure game heavily focused on story, characters and exploration, with some platforming to get around town. Mae's a cat so the roofs and ledges and powerlines are all her playground, and she's not the only one up there by a long shot. You'll also be doing various activities and interacting with the world in different ways, getting to know the townspeople, hanging out with friends, exploring Possum Springs inside and out, and venturing into the surrounding areas.",1.5K,2600,Platform,7.22302864243931
487,Nier: Automata - Game of the Yorha Edition,2007.0,,0.08,0.02,0.0,0.01,0.17,315.0,"NieR:Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.
             

              The NieR:Automata Game of the YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG, including:
              
              - 3C3C1D119440927 DLC*
              
              - Cardboard Pod Skin
              
              - Retro Grey Pod Skin
              
              - Retro Red Pod Skin
              
              - Grimoire Weiss Pod
              
              - Machine Mask Accessory
              
              - (PC Version) Valve Character Accessory, Exclusive set of wallpapers in the following sizes: 1024 x 768, 1280 x 1024, 1920 x 1080, 2560 x 1600
              
              - (PS4 Version) Play System Pod Skin, the amazarashi Head Pod Skin, a Dynamic Theme and 15 PSN avatars.",532.0,2600,RPG,7.240444311010714
488,Nier: Automata - The End of Yorha Edition,2007.0,,0.08,0.02,0.0,0.01,0.17,68.0,"NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.
             

              The NieR: Automata - The End of YoRHa Edition includes the game itself and comes packed with DLC and bonus content for the full experience of the award-winning post-apocalyptic action RPG.",147.0,2600,Adventure,7.388361527412032
489,NieR: Automata,2007.0,,0.08,0.02,0.0,0.01,0.17,2.9K,"NieR: Automata tells the story of androids 2B, 9S and A2 and their battle to reclaim the machine-driven dystopia overrun by powerful machines.",3.6K,2600,Brawler,7.192255985255335
490,NieR Replicant ver.1.22474487139...,2007.0,,0.08,0.02,0.0,0.01,0.17,1.5K,"NieR Replicant ver.1.22474487139... is an updated version of NieR Replicant, previously only released in Japan. Discover the one-of-a-kind prequel to the critically-acclaimed masterpiece NieR: Automata. Now with a modern upgrade, experience masterfully revived visuals, a fascinating storyline and more!",3.7K,2600,RPG,7.311770966042593
491,AI: The Somnium Files - Nirvana Initiative,2007.0,,0.08,0.02,0.0,0.01,0.17,455.0,Newly-appointed Special Agent Mizuki and her AI partner Aiba are tasked to solve the bizarre Half Body serial killings in this sequel to the critically acclaimed AI: The Somnium Files.,811.0,2600,Adventure,7.242170877360811
492,New Super Mario Bros.,2007.0,,0.08,0.02,0.0,0.01,0.17,991.0,"New Super Mario Bros. is a side-scrolling 2.5D action-adventure platformer game for the Nintendo DS, starring Mario and Luigi. The game features a solo story mode with Mario or Luigi, a two-player wireless game Mario Vs. Luigi, as well as a minigame mode for up to four players. The gameplay of New Super Mario Bros. is very much like that of the classic 2D platformers, mostly Super Mario Bros. and Super Mario Bros. 3, and substantially builds upon them to create gameplay both classic and contemporary. As the game is on DS, the touch screen allows players to store an additional power-up and view the distance still to go in a level.",287.0,2600,Adventure,7.364750474123866
